0,1,2,3,4,5,6,7,8,9,10
Estonia,-0.33716359563562553,-0.2726829235177516,0.8054561255581765,-0.47195942167929145,-0.051719570787841396,1.0746872916894363,0.03453836207750878,-0.04216738205737014,1.2755292049865201,-1.1442872566654687
Faroe Islands,0.7049962996789234,-1.249507801743831,-0.5739132393363389,-0.5227465019072074,3.6109766851808414,0.3888061611664537,-0.803392335281143,-0.7060163819944748,0.3012597240668755,-0.9781841284890442
Finland,-0.081194498540824,-0.0924919265634264,-0.2673867138042241,-0.556265974857632,0.05353032162505186,-0.3084118475469916,0.4690209458931051,-0.20408177228593247,0.6324514335014658,-1.5476805679510712
France,-0.6662667204717989,-1.3016683534937674,-0.5739132393363389,-0.5136048274661825,-0.009619613822683799,0.4681643084996913,0.981089705390058,0.8483617641997228,0.4733462705771098,-0.4798747439597707
Georgia,0.2296251193600064,0.6994000863674245,0.9970352040157481,0.2085874533747827,0.000905375418605235,0.9216394361181924,0.8569518242998879,0.7512131300625863,1.638009377422971,-1.0612356925772566
Germany,0.3941766817780931,0.47653227434496936,1.6867198864630062,-0.5298566931391157,0.06405531086634118,0.7685915805469485,1.0586758810714145,0.9293189593140039,1.125078297786083,-0.7408939453798663
Greece,0.6867127927435804,-0.7516116259489848,0.11577144311091914,-0.5582974580667486,0.3377050311398634,2.163027597973839,-0.1827029298302905,-0.7383992600401877,1.0082458455131775,0.07775718634679749
Hong Kong,-0.6296997066011129,0.2773738040270307,1.6100882550799778,0.07654104478220115,0.863954493204329,-1.4817787402598632,0.7328139432097178,0.7835960081082992,-0.3924121578041666,0.6235246074979066
Hungary,2.807599597243364,0.4054042492314199,0.3839821529515191,-0.5389983675801405,0.49557986975920326,0.5475224558329289,0.7948828837548018,0.7997874471311545,1.570439611578527,-0.5925875809366301
Iceland,-0.574849185795084,0.08295720204999575,0.11577144311091914,-0.5765808069487983,0.021955353901183593,-0.852582000689193,0.0966073026225927,-0.2202732113087878,-0.3857550380165365,-1.5417483133733418
India,-0.7394007482131706,1.1688450521168505,0.690508678483634,1.417319962799183,-1.872542709530893,-1.4080890320218569,0.8724690594361584,1.2207648617254157,-0.20701137171867237,1.056579191672156
Indonesia,-0.7759677620838568,-1.742662109197774,-0.9187555805599675,2.6057376401324173,-1.5567930322922134,1.8512634477361196,-1.408564505595725,-1.1108023575658807,-0.4609804916167553,1.3175983930922521
Iran,-0.33716359563562553,-0.7468697576080814,-1.6467560786987399,-0.46180200563370827,0.4324299343114673,-1.4137574711170882,-1.1602887434153828,-1.046036601474457,-1.0081957381599378,0.297250605722787
Iraq,0.6684292858082376,0.18727830554986846,0.15408725880243332,-0.17739435635737874,0.9165794394107757,-0.46145970311823586,-0.30684081092046056,0.15212988621690512,-1.0391513451724175,0.789627735674331
Ireland,1.5460376187046998,0.0023454402546395554,-0.6122290550278531,-0.5329039179527906,0.37980498810502067,-0.16103243107097903,-1.0516680974614832,-0.9812708453830312,-0.5844700636772913,-0.6459778721361951
Israel,-0.008060470799452251,-0.2963922652222681,0.2690347058769762,-0.5633761660895402,0.4640049020353353,0.7572547023564858,0.7483311783459883,0.9131275202911485,-0.8544162710656862,0.5286085342542354
Italy,-0.3188800887002825,1.0740076852987848,0.2690347058769762,-0.5329039179527906,-0.18854443092460263,0.048699815452577885,0.8569518242998879,1.123616227588279,0.8890834013146004,-0.1536007421846511
Japan,0.6867127927435804,-0.021363901449876935,0.8054561255581765,-0.46180200563370827,-1.830442752565736,-0.16103243107097903,1.012124175662601,1.1074247885654238,0.9157118804651203,-0.4264844527602056
Jordan,-0.8491017898252285,1.140393842071431,1.1886142824733197,-0.553218750043957,1.4533538907165306,1.913616277783664,1.2759171729792138,1.123616227588279,-1.3340617517644244,0.4218279518551055
Kuwait,1.0523829314504398,0.675690744662908,0.15408725880243332,-0.3703852612234595,1.7059536325074744,-0.12135335740436003,-0.41546145687436015,-0.13931601619450662,-1.7002033400840726,1.2582758473149578
Latvia,-0.9953698453079721,1.3680035224347893,-1.570124447315711,-0.3094407649499603,0.20088017100310243,1.4771464674508565,-0.41546145687436015,0.07117269110262396,2.2547915257468873,-1.0849647108881744
Lebanon,0.357609667907407,-0.09723379490432943,-0.4589657922617957,-0.4922742537704578,1.084979267271405,1.658536518498257,0.08109006748632228,-0.6898249429716194,-1.1569823654134679,0.19640227790138623
Liechtenstein,-0.11776151241150996,0.8701073466399429,-0.2673867138042241,-0.5227465019072074,-0.17801944168331302,-0.030658331880659726,0.4224692404842916,0.6864473739711604,-0.09816746319092252,-1.0790324563104448
Lithuania,-0.9222358175666002,-2.6151658839239813,-0.5739132393363389,-0.15707952426621236,0.48505488051791396,0.7459178241660231,-0.1827029298302905,-0.343328147882496,1.9445697436433311,-1.0137776559554208
Luxembourg,0.2844756401660351,-0.13991060997245938,-0.1907550824211957,-0.5227465019072074,0.09563027859020917,0.0033523026907279372,0.17419347830394927,-0.7383992600401877,-0.25627405814713394,-0.7230971816466779
Macau,-0.37373060950631154,0.9839121868216224,-0.07580763534665247,0.005439132463118777,0.8744794824456184,0.1280579627858155,0.8104001188910744,0.9293189593140039,-1.2957833129855525,0.6235246074979066
Malaysia,-0.7942512690191996,0.24892259398161118,-1.1103346590175391,0.33047644592178105,-0.641118968300043,-0.15536399197574768,-0.16718569469402006,-0.07455026010308306,-0.9173260530587893,1.2642081018926867
Malta,-0.4102976233769973,1.230489340548594,0.9970352040157481,-0.46180200563370827,0.7587046007914359,0.15640015826197182,0.5931588269832752,0.8969360812682909,0.1631244884735535,0.5286085342542354
Mexico,-0.6479832135364559,0.4623066693222596,-0.3057025294957386,-0.3703852612234595,0.7587046007914359,-1.1189986381650625,0.11212453775886534,0.15212988621690512,-0.6177556626154409,0.7421696990524956
Monaco,-0.5017151580537121,1.4486152842301454,-1.072018843326025,-0.6040058302718729,0.8744794824456184,0.4681643084996913,-0.1827029298302905,-0.343328147882496,0.7339725102628226,-0.14173623302919203
Morocco,0.5038777233901508,-0.43864831544936705,-0.4589657922617957,0.4015783582408634,0.4640049020353353,-0.01932145369019744,-0.3378752811930036,0.10355556914833688,-0.9396274043473494,0.27945384198959883
Nepal,-0.8491017898252285,-2.411265545265139,-0.49728160795331017,0.9297639926111896,-1.8514927310483147,0.060036693643040574,-1.2068404488241962,-0.9165050892916053,-0.5115746020027431,-0.788351982001702
Netherlands,-0.37373060950631154,0.9981377918443322,1.4568249923139203,-0.5501715252302821,-0.13591948471815601,0.1677370364524345,0.7638484134822587,1.0264675934511427,0.3052539959394536,-0.6519101267139247
New Zealand,-0.3920141164416544,0.7989793215263935,1.4951408080054345,-0.5298566931391157,0.958679396375933,-1.1983567854983002,0.7638484134822587,1.042659032473998,-0.28689680917023197,-0.49767150769295887
Nigeria,-0.4102976233769973,-1.0266399897213763,-1.3019137374751109,1.6204682837108468,-1.346293247466427,-1.6234897176406449,-3.9689083030804904,-3.5395182109943155,1.2901748685193055,1.4303112300691116
North Macedonia,-0.46514814418302636,0.5239509577540024,0.9970352040157481,-0.47195942167929145,-0.28326933409620625,1.749231544021957,0.8414345891636152,1.042659032473998,0.7063454631441588,-0.6222488538252774
Norway,1.85685723660553,0.38643677586780645,-1.340229553166625,-0.5623604244849819,0.1482552247966558,-0.14969555288051634,0.08109006748632228,0.2330870813311863,0.02798495678466539,-1.571409586261989
Oman,-0.3188800887002825,-1.453408140402673,-1.7233877100817685,-0.5440770756029322,0.5587298052069392,-1.4250943493075507,-1.7654609137299648,-1.305099625840156,-1.8137072324631633,1.287937120203605
Pakistan,-0.42858113031234035,0.43385545927683944,-0.6122290550278531,2.087709421807674,-1.3778682151902952,-0.12702179649959136,-0.21373740010283354,-0.25265608935450073,-0.319849552119,0.6472536258088243
Peru,-0.3188800887002825,-1.1878635133120883,-0.9187555805599675,0.6453563433348601,-0.20959440940718127,-2.1053070407353025,-0.9430474515075857,-1.24033386974873,-0.78418365730619,0.5760665708760713
Philippines,-0.42858113031234035,-0.42442271042665725,-0.2673867138042241,5.0232026589812175,-1.6094179784986602,0.2470951837856721,0.43798647562056203,-0.025975943034512526,-0.664022645139469,1.3175983930922521
Poland,0.5221612303254938,-0.28216666019955833,0.9204035726327198,-0.44148717354254186,0.1482552247966558,0.5078433821663103,0.8259173540273449,0.6864473739711604,0.7675909651903542,-0.8180132548903492
Portugal,-1.3427564770794886,1.4106803375029193,-1.8766509728478256,-0.36022784517787626,-0.0938195277529984,-0.11001647921389733,0.18971071344022192,0.6054901788568792,0.9343518158704845,0.04809591345815025
Qatar,-0.7394007482131706,0.6187883245720683,0.11577144311091914,-0.2891259328587939,1.411253933751374,0.502174943071079,0.9655724702537876,0.7835960081082992,-2.213800131699724,1.4718370121132174
Romania,-0.09947800547616707,-0.7041929425399518,-0.5739132393363389,0.08669846082778435,0.08510528934891984,0.7062387504994045,0.03453836207750878,-0.26884752837735604,1.7322076224179355,-0.7053004179134895
Russia,-0.33716359563562553,0.21572951559528797,0.0008239960363759026,-0.0555053638103804,0.1482552247966558,1.9646322296407448,-0.35339251632927404,-1.3536739429087241,1.627690841752145,-2.3544671905222763
San Marino,-0.19089554015288188,1.1735869204577543,-0.3823341608787673,-0.6040058302718729,-0.17801944168331302,-0.9489454653081246,1.2759171729792138,1.3988706909768356,0.3012597240668755,-0.3434328886719934
Saudi Arabia,-0.3920141164416544,0.6472395346174878,-0.9187555805599675,-0.502431669816041,1.4428289014752413,-0.9262717089271995,-0.39994422173808974,-0.058358821080225456,-1.458549891793105,1.175224283226745
Senegal,0.3027591471013783,-1.2210565916984113,-0.9187555805599675,0.5945692631069441,-1.3568182367077164,-1.306057128307694,-1.6568402677760652,-1.4993968941144311,-0.7335895469202022,1.5548885762014302
Serbia,1.436336577092642,-0.6567742591309188,1.2652459138563488,-0.4313297574969587,-0.020144603063973417,2.049658816069214,-0.10511675414893391,-0.20408177228593247,1.763828941409178,-0.49767150769295887
Singapore,-1.0319368591786582,1.4486152842301454,-0.8421239491769389,-0.12660727612946276,-1.6409929462225281,-0.8015660488321117,0.981089705390058,1.1398076666111345,-1.0967354313354167,1.3887854480250053
Slovenia,0.08335706387726256,-0.9365444912442134,0.8054561255581765,-0.5501715252302821,-0.15696946320073465,-0.3821015557849982,0.7793656486185313,0.670255934948305,0.7153325748574589,-0.6934359087580307
South Africa,3.356104805303653,-0.22052237176781558,0.6521928627921197,4.677850513431389,0.6955546653437005,-0.5238125331657798,-2.3551158489082744,-2.7461376988743607,0.5322617806976349,0.3565731515000815
South Korea,1.9482747712822448,0.4812741426858724,0.7288244941751482,0.06638362873661795,-1.7883427956005786,0.3888061611664537,1.1052275864802281,1.0588504714968534,-0.5937900313799728,-0.38495867071609946
Spain,-0.44686463724768327,-2.420749281946946,-1.3785453688581395,-0.508526119443391,0.22193014948568107,0.6382174813566293,-0.027530578467577352,-0.301230406423069,0.4061093607220472,-0.17139750591783928
Sri Lanka,-0.06291099160548111,0.7752699798218771,1.8399831492290635,0.04606879664545156,-1.735717849394132,-1.0396404908318246,0.8569518242998879,1.123616227588279,-0.392079301814785,1.4481079938022998
Sweden,-0.5565656788597412,0.21098764725438493,1.7633515178460344,-0.5481400420211654,-0.11486950623557705,-0.3367540430231479,1.0276414107988714,1.2045734227025604,0.4227521601911218,-1.5002225313292357
Switzerland,-1.2879059562734596,-0.9033514128578904,-1.1486504747090538,-0.5389983675801405,-0.23064438788975963,-0.030658331880659726,0.03453836207750878,-0.3659961625144948,0.05195058802013327,-1.0968292200436331
Thailand,3.5937903954631114,-0.5856462340173694,-0.2290708981127099,0.9500788247023559,-1.2305183658122447,-0.1950430656423663,-0.1516684595577474,0.022598374034055718,-0.04957048874122354,1.370988684291817
Togo,-0.15432852628219593,-1.3965057203118334,-0.7271765021023959,-0.23833885263087792,-1.3989181936728736,-1.7652006950214265,-2.8516673732689566,-2.389926040371524,0.17677158403819504,1.4718370121132174
Tunisia,1.2717850146745553,-0.12568500494974963,-0.03749181965513828,-0.24849626867646113,0.5482048159656493,-0.17803774835667266,-0.16718569469402006,-0.009784504011657213,-0.5418644970364592,0.5286085342542354
Ukraine,0.2113416124246635,0.011829176936446287,0.0008239960363759026,0.2085874533747827,0.25350511720954905,0.9216394361181924,-0.3378752811930036,-1.1269937965887382,2.4288752081934106,-0.7646229636907841
United Arab Emirates,-0.7211172412778277,0.7610443747991672,-1.340229553166625,-0.5938484142262898,1.053404299547537,0.7289125068803295,0.0035038918049657133,0.4759586666740298,-2.122264734619812,1.4540402483800292
United Kingdom,-0.4834316511183692,0.6235301929129713,0.7671403098666623,-0.5227465019072074,0.6429297191372538,-0.5011387767848549,0.7172967080734453,0.9617018373597168,0.5003076057170109,-0.7468261999575959
United States,-0.5017151580537121,0.5761115095039383,3.8324055651878086,-0.5735335821351234,1.5270288154055567,-0.7165394624036427,0.4690209458931051,0.556915861788311,0.2952683162580083,-0.7349616908021368
Vietnam,-0.9953698453079721,-1.6999852941296445,0.0008239960363759026,1.2446438900242687,-2.061992515874101,0.07137357183350286,0.3293658296666624,-0.38218760153735015,-0.5129060259602689,1.1514952649158274
